"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
754,"High latency to cloud resources after firewall update","After the recent firewall policy update, the latency to our cloud resources has increased by over 200ms. Rollback or investigation needed.","Network","Networking","High"
755,"External API calls failing from application server","Our application server is failing to make successful outbound API calls to a critical third-party vendor. Logs show a recurring timeout error.","Software","Application Support","High"
756,"Missing monitor power adapter","The power brick for my external monitor is missing. I need a replacement to use the screen.","Hardware","Desktop Support","Low"
757,"Need to change manager's account attributes","Manager A. Johnson's department and title need to be updated in Active Directory for reporting purposes.","Account/Access","Security & Access","Low"
758,"Internal network link speed negotiation failure","A switch port connected to a critical server is constantly failing to negotiate to 1Gbps and is defaulting to 100Mbps.","Network","Networking","Medium"
759,"Database server log drive full","The dedicated disk drive for the database transaction logs is now 100% full. All write operations are failing.","Database","Database Ops","Critical"
760,"Chrome browser extension won't install","I am unable to install a specific, company-approved browser extension from the Chrome Web Store. Installation fails with an error.","Software","Application Support","Low"
761,"Wi-Fi coverage drops in the south corridor","The Wi-Fi signal drops to zero in the south corridor of the 2nd floor. Need to check access point placement in that area.","Network","Networking","Low"
762,"User requires access to a restricted shared folder","User P. Jones needs read/write access to the `Executive_Reports` shared folder. Manager approval is attached.","Account/Access","Security & Access","Medium"
763,"Broken eject button on DVD drive","The physical eject button on the desktop's DVD drive is stuck and the tray cannot be opened.","Hardware","Desktop Support","Low"
764,"Spanning Tree Protocol loop detected","Network monitoring is showing a major STP loop between two core switches. This is causing network instability.","Network","Networking","Critical"
765,"Sales team CRM application freezing","The CRM application freezes for 10-15 seconds every time a sales rep opens a customer record. Productivity killer.","Software","Application Support","High"
766,"Faulty microphone mute switch","The physical mute switch on my wired headset is broken and stuck in the 'unmute' position.","Hardware","Desktop Support","Low"
767,"Need to provision accounts for seasonal staff","We require the bulk creation of 25 temporary user accounts for seasonal staff starting next month. CSV list attached.","Account/Access","Security & Access","Low"
768,"High rate of firewall dropped packets","The main firewall is reporting a high rate of dropped packets, likely due to an overly aggressive security policy or misconfiguration.","Network","Networking","High"
769,"Database server high transaction rate impact","The application is generating an extremely high number of small transactions, overloading the database's ability to process them efficiently.","Database","Database Ops","High"
770,"Microsoft Teams status shows wrong location","My status in Teams is incorrectly showing me as being in a different city, even though I am logged in locally.","Software","Application Support","Low"
771,"Wi-Fi not accepting correct password","My laptop says the Wi-Fi password is incorrect, even though I have confirmed I am typing the current corporate password correctly.","Network","Networking","Medium"
772,"User account locked out of all systems","User S. Taylor is locked out of every system (AD, email, applications). Needs urgent unlock and password reset.","Account/Access","Security & Access","Critical"
773,"Broken key on numeric keypad","The 'Num Lock' key on my numeric keypad is broken and stuck in the 'on' position.","Hardware","Desktop Support","Low"
774,"Network switch port constantly flapping","Port 8 on Switch B01 is continuously transitioning between up and down states. The connected device is losing network access.","Network","Networking","Medium"
775,"Adobe Acrobat PDF editor crashing","Adobe Acrobat Pro crashes every time I try to add comments or highlights to a PDF document.","Software","Application Support","Medium"
776,"Laptop overheating during video calls","My laptop overheats severely and the fans run at maximum speed whenever I am in a video call.","Hardware","Desktop Support","Medium"
777,"Need to audit and disable privileged accounts","Requesting a compliance audit to identify all unused accounts with privileged access and disable them immediately.","Account/Access","Security & Access","High"
778,"External network link intermittent failure","Our dedicated external network link to the primary cloud provider drops out completely for 1 minute every 30 minutes.","Network","Networking","High"
779,"Database server memory leak suspected","The database process is steadily consuming more and more RAM, eventually leading to a server-wide crash. Needs memory leak analysis.","Database","Database Ops","Critical"
780,"Visual Studio unable to connect to repository","Visual Studio is failing to connect to the internal Git repository due to an authentication error. Development work is blocked.","Software","Application Support","Medium"
781,"Wi-Fi slow for a single user","My Wi-Fi connection is extremely slow, but the user sitting next to me has normal speeds. Local machine or AP-client issue suspected.","Network","Networking","Low"
782,"Need to provision a new user in three systems","New hire C. Baker needs accounts created in AD, Concur, and the internal wiki system.","Account/Access","Security & Access","Low"
783,"Broken laptop screen bezel","The plastic bezel around my laptop screen is cracked and separating from the screen assembly.","Hardware","Desktop Support","Low"
784,"VLAN configuration error causing connectivity loss","A recent change to a switch configuration has resulted in an incorrect VLAN assignment, isolating a whole floor of users.","Network","Networking","High"
785,"Custom HR application generates incorrect data","The custom HR system is generating incorrect yearly bonus calculations for all employees. Critical data bug.","Software","Application Support","Critical"
786,"Missing screw/foot on desktop PC","One of the rubber feet/screws is missing from the bottom of my desktop tower, causing it to wobble and vibrate loudly.","Hardware","Desktop Support","Low"
787,"User requires access to specific shared mailbox","User P. Jones needs full access permissions to the 'Returns Processing' shared mailbox to manage customer returns.","Account/Access","Security & Access","Low"
788,"High latency to internal network resources","Accessing shared files and internal web pages is extremely slow, suggesting network congestion or high load on the core switch.","Network","Networking","Medium"
789,"Database server out of disk space","The primary drive on the database server is completely out of disk space. All logs and write operations have failed. Critical outage.","Database","Database Ops","Critical"
790,"Microsoft Word printing blank pages","When attempting to print a document from Microsoft Word, the printer produces blank pages, even though the print preview looks correct.","Software","Application Support","Low"
791,"Wi-Fi drops when laptop is moved","The Wi-Fi connection drops whenever I slightly move my laptop on the desk. Suspect loose antenna connection.","Network","Networking","Low"
792,"Need to change user's primary email address","My legal name has changed. I need my primary email address updated from `oldname@company.com` to `newname@company.com`.","Account/Access","Security & Access","Medium"
793,"Faulty monitor power adapter","The power adapter for my external monitor has stopped working. I've tried a different power outlet with no success.","Hardware","Desktop Support","Low"
794,"DNS resolution failure for external sites","Internal users cannot resolve any external websites (e.g., google.com, bing.com). Internal sites work fine. Issue with external forwarders.","Network","Networking","High"
795,"Web application form submission failure","Users are unable to successfully submit data via the main contact form on the company website. The form returns a generic error.","Software","Application Support","Medium"
796,"Monitor screen displaying wrong colors","My primary monitor is displaying colors with a heavy green tint. I have checked the graphics settings and cables with no change.","Hardware","Desktop Support","Low"
797,"Need temporary VPN access extension","My temporary VPN access was set to expire yesterday, but I need a 48-hour extension to finish a remote project.","Account/Access","Security & Access","Low"
798,"High number of connection pool timeouts","The application's connection pool to the database is consistently hitting timeout limits during peak hours.","Network","Networking","Medium"
799,"Database transaction log filling up rapidly","The transaction log file for the production database is filling up so quickly that it's causing the log drive to become full every few hours.","Database","Database Ops","Critical"
800,"MS Project license key invalid","When launching Microsoft Project, I receive an error stating the product key is invalid or has expired.","Software","Application Support","Low"
801,"Wi-Fi completely down in the entire marketing department","The wireless network is entirely unavailable in the marketing department area. Multiple users are affected.","Network","Networking","High"
802,"Cannot log in to internal developer portal","My corporate credentials are rejected when attempting to log into the internal developer documentation portal.","Account/Access","Security & Access","Medium"
803,"Desktop PC won't recognize boot drive","My desktop powers on, but the BIOS is reporting no bootable device found. Likely a failed SATA drive or corrupted MBR.","Hardware","Desktop Support","High"
804,"Intermittent VPN connection drops","My VPN connection drops every 15 minutes when working from home. It immediately reconnects but interrupts my work.","Network","Networking","Medium"
805,"Excel crashing on save to network share","When I try to save any Excel file to the shared network drive, the application freezes and crashes. Saving locally works.","Software","Application Support","Medium"
806,"Laptop speaker crackling noise","The built-in speakers on my laptop emit a loud, distorted crackling noise whenever audio is played.","Hardware","Desktop Support","Medium"
807,"Request to unlock user account after multiple failed logins","User J. Smith is locked out of his Active Directory account after failing to log in multiple times. Please unlock the account.","Account/Access","Security & Access","Low"
808,"High latency to external cloud resources","We are seeing 500ms+ latency when accessing our AWS S3 buckets from the main office. This is impacting uploads.","Network","Networking","High"
809,"Database replication lag across regions","Data replication between the East Coast and West Coast database clusters is lagging by several hours. Impacting reporting accuracy.","Database","Database Ops","Critical"
810,"Slack notifications not popping up","I am not receiving desktop notifications for new messages in Slack, even though my settings are configured correctly.","Software","Application Support","Low"
811,"Weak Wi-Fi signal in the corner office","The Wi-Fi signal in my new corner office is extremely poor. I frequently lose connection entirely.","Network","Networking","Low"
812,"Need access to production VM console","Requesting temporary elevated access to the hypervisor console of the production VM for troubleshooting a kernel panic issue.","Account/Access","Security & Access","High"
813,"Monitor screen has dead pixel cluster","There is a cluster of 5-6 dead pixels near the center of my screen which is extremely distracting. Requesting replacement.","Hardware","Desktop Support","Low"
814,"Subnet mask misconfiguration on new switch","I believe the subnet mask on the new server farm switch has been incorrectly set to /25 instead of /24.","Network","Networking","Medium"
815,"System slows down when running PowerPoint","My laptop becomes extremely sluggish when I launch and use PowerPoint, but is fine with all other applications.","Software","Application Support","Low"
816,"External mouse erratic movement","The cursor from my wireless mouse jumps around the screen randomly, even on a clean mousepad.","Hardware","Desktop Support","Low"
817,"Need to change user's security level","User B. Clark's security level needs to be downgraded from 'Level 3' to 'Level 2' due to a role change.","Account/Access","Security & Access","Medium"
818,"Excessive packet fragmentation on link","Network analysis suggests excessive packet fragmentation on the link to the accounting department. Causing severe retransmission.","Network","Networking","Medium"
819,"Unauthorized data access detected","Security team alerts indicate a possible unauthorized read attempt on a restricted financial data table from an unknown IP address.","Database","Database Ops","Critical"
820,"Microsoft Publisher will not open files","Any file I try to open in Microsoft Publisher gives a generic 'File not supported' error.","Software","Application Support","Low"
821,"Wi-Fi not visible on a single device","The corporate Wi-Fi network is not visible in the list of available networks only on my desktop PC's wireless adapter.","Network","Networking","Low"
822,"Multi-factor authentication reset required","I got a new phone and need to migrate or reset my MFA settings for my corporate account. I am currently locked out.","Account/Access","Security & Access","High"
823,"Broken headphone jack on desktop","The audio jack on the front of my desktop tower is physically broken. I need to use headphones for calls.","Hardware","Desktop Support","Medium"
824,"VoIP phones losing registration on 3rd floor","All desk phones in the 3rd-floor marketing department have lost their SIP registration. Check PoE switch and VLAN.","Network","Networking","High"
825,"Salesforce integration failure","Our custom-built integration between Salesforce and the accounting system has failed to sync data for the past 4 hours.","Software","Application Support","Critical"
826,"Faulty CPU fan on server","The CPU fan on the main authentication server is failing and not spinning properly, leading to temperature warnings.","Hardware","Desktop Support","Critical"
827,"Need to revoke global administrator access","User T. Miller was mistakenly granted Global Administrator rights in Azure AD last week. This access needs to be immediately revoked.","Account/Access","Security & Access","Critical"
828,"Core router fan failure","The main cooling fan on the core network router is no longer working. The device is running hot and may trigger an automatic shutdown.","Network","Networking","Critical"
829,"Database server crash after OS patch","The database server crashed and is stuck in a non-responsive state after the last operating system patch. Urgent investigation.","Database","Database Ops","Critical"
830,"Adobe Photoshop not launching","When I click the icon for Photoshop, nothing happens. No error message, no splash screen.","Software","Application Support","Medium"
831,"Wi-Fi coverage drops in the south-east corner","The Wi-Fi signal is unavailable in the south-east corner of the building. Need to install an access point there.","Network","Networking","Medium"
832,"User requires access to retired application data","User J. Miller needs read-only access to the database tables of the retired 'Archived_Project' application for a final audit.","Account/Access","Security & Access","Low"
833,"Broken laptop hinge","The hinge on my company-issued laptop is cracked and loose, making it difficult to open and close the lid safely.","Hardware","Desktop Support","Medium"
834,"New network segment inaccessible","After the new firewall rule deployment, the new 'IoT' network segment cannot route to the main internal network.","Network","Networking","High"
835,"Power Automate flow failing authentication","A critical Microsoft Power Automate flow is failing every hour with an authentication error to the SharePoint source.","Software","Application Support","Medium"
836,"Missing cable from monitor box","I received a new monitor, but the box did not contain the HDMI cable. Requesting an HDMI cable.","Hardware","Desktop Support","Low"
837,"Need permission to install Python package","I am developing a script and need to install the 'requests' Python package, but the command is blocked by administrative restrictions.","Account/Access","Security & Access","Low"
838,"DNS server unresponsive","The primary internal DNS server (DNS-01) is unresponsive to all query requests. Users cannot resolve internal hostnames.","Network","Networking","Critical"
839,"Missing data in historical archive table","Data from Q1 2023 is missing from the historical archive table. Suspect a failure in the nightly archiving process months ago.","Database","Database Ops","High"
840,"System reboots randomly","My desktop computer reboots itself without any warning, usually while I am in the middle of a meeting. Suspect RAM or heat issue.","Hardware","Desktop Support","High"
841,"Wi-Fi performance degraded significantly for one department","Users in the R&D department are reporting very slow Wi-Fi speeds, while other departments are unaffected.","Network","Networking","Medium"
842,"Manager approval pending for 3 days","My request for access to the SAP system has been stuck with my manager for approval for 3 days. Can you escalate the notification?","Account/Access","Security & Access","Low"
843,"Scratched laptop screen replacement","My laptop screen has a deep scratch near the top right corner. It is a distraction during work.","Hardware","Desktop Support","Medium"
844,"High packet loss on WAN link","Network monitoring is reporting 25% packet loss on the primary WAN link connecting HQ to the secondary office. All cross-site services are degraded.","Network","Networking","Critical"
845,"Operating system update fails repeatedly","The mandatory quarterly Windows operating system update fails every time it tries to install and rolls back.","Software","Application Support","Medium"
846,"Dead pixel on screen","There is one single, bright green dead pixel in the center of my screen which is extremely distracting.","Hardware","Desktop Support","Low"
847,"Request to delete a shared resource","I need the 'Legacy_Finance_Reports' shared drive folder permanently deleted. Confirmed with manager.","Account/Access","Security & Access","Low"
848,"Intermittent BGP session failure","The BGP session with our network provider fails briefly every few hours, causing traffic to reroute via the slower secondary link.","Network","Networking","High"
849,"Deadlock contention in high-volume process","A critical stored procedure for processing transactions is frequently hitting deadlocks, causing rollbacks and data loss.","Database","Database Ops","Critical"
850,"Microsoft Teams app mic not working","My microphone is completely silent when using Microsoft Teams, even though it works perfectly fine with Zoom.","Software","Application Support","Low"
851,"Wi-Fi authentication failure after certificate update","The corporate Wi-Fi is failing authentication for all users after the recent security certificate update on the RADIUS server.","Network","Networking","Critical"
852,"Need to change service account password","The password for the `SVC_ETL_Process` service account needs to be reset, then updated across five production servers.","Account/Access","Security & Access","High"
853,"Laptop screen cracked","I accidentally dropped my laptop and the screen is severely cracked and unusable. Urgent replacement needed.","Hardware","Desktop Support","Critical"
854,"Intermittent internet drops on 5th floor","Several users on the 5th floor are reporting that their wired and wireless connections drop out randomly for 1-2 minutes every hour.","Network","Networking","Medium"
855,"Jira instance throwing 500 error","The company's internal Jira server is completely inaccessible and displaying a generic 500 server error page. Development work is halted.","Software","Application Support","Critical"
856,"Broken headphone jack on laptop","The physical headphone jack on my laptop is damaged, and audio output is distorted or cuts out.","Hardware","Desktop Support","Medium"
857,"Need to audit security group membership","Requesting a full audit of all users currently members of the 'Admin_Core_Services' security group for a quarterly compliance review.","Account/Access","Security & Access","Medium"
858,"Unusual inbound traffic volume on specific port","Security monitoring is alerting on an extremely high volume of inbound traffic on a non-standard port (TCP 4567). Potential port scan.","Network","Networking","Critical"
859,"Excessive CPU load on reporting server","The server dedicated to running business intelligence reports is showing 100% CPU utilization, causing all report generation to fail.","Database","Database Ops","High"
860,"Microsoft Edge print preview failure","When attempting to print from Microsoft Edge, the print preview window is blank, and clicking print sends an empty job.","Software","Application Support","Low"
861,"Wi-Fi coverage dead zone in breakout area","There is a complete loss of Wi-Fi connectivity in the new employee breakout area on the 4th floor.","Network","Networking","Low"
862,"Need to remove retired servers from monitoring","The following three servers (SRV-07, SRV-08, SRV-09) have been decommissioned. Please remove them from all monitoring systems.","Account/Access","Security & Access","Low"
863,"Docking station not charging laptop","My laptop is connected to the docking station, but the battery level is decreasing. Suspect a faulty power delivery issue with the dock.","Hardware","Desktop Support","Medium"
864,"Missing routing table entry","A static route entry is missing from the core router configuration, causing all traffic to the 10.10.0.0/16 subnet to be dropped.","Network","Networking","High"
865,"Out of memory error in custom application","Our proprietary Java application throws an 'Out of Memory' error when processing large datasets. Need to investigate JVM heap size.","Software","Application Support","High"
866,"Failing power brick for laptop","The external power brick for my laptop is no longer reliably providing power. The light on the brick flickers when plugged in.","Hardware","Desktop Support","Medium"
867,"Need permission to access finance shared folder","I need read-only access to the `Finance_2023_Records` shared folder for end-of-year auditing.","Account/Access","Security & Access","Low"
868,"High latency to internal file server","Accessing shared files on the internal file server is extremely slow, taking 10+ seconds to open a small document.","Network","Networking","Medium"
869,"Database memory pressure alerts","The main production database server is constantly hitting memory usage warnings. Need to review recent query execution plans.","Database","Database Ops","High"
870,"Slack desktop app won't load workspace","The Slack desktop application gets stuck on the loading screen and never connects to the workspace.","Software","Application Support","Low"
871,"Wi-Fi performance degraded after hardware replacement","After replacing a core switch, the Wi-Fi speed is noticeably slower across the entire office. Configuration review needed.","Network","Networking","Medium"
872,"User account not showing in Global Address List","A newly created user's account is not appearing in the company's Global Address List (GAL) in Outlook.","Account/Access","Security & Access","Low"
873,"Broken cable on server patch panel","A patch cable leading from the main switch to a critical server is physically damaged in the patch panel.","Hardware","Desktop Support","Medium"
874,"Core network switch failed","The primary core network switch in the server room has completely failed, taking down the entire internal network.","Network","Networking","Critical"
875,"New version of software introducing bug","The latest update to our custom sales tracking software introduced a bug that prevents users from editing contact phone numbers.","Software","Application Support","High"
876,"Failing UPS battery replacement","The battery in the main server room UPS is reporting end-of-life status. Need to schedule an urgent battery replacement.","Hardware","Desktop Support","High"
877,"Need to remove inactive user accounts","Requesting a script to identify and disable all user accounts that have been inactive for more than 180 days.","Account/Access","Security & Access","Medium"
878,"WAN link performance plummeting after hours","Every day after 7 PM, the WAN link utilization drops significantly, but the network performance gets worse.","Network","Networking","Medium"
879,"Audit logs missing for specific database","The audit logging feature for the 'Compliance' database has been disabled or failed to record events for the past month.","Database","Database Ops","High"
880,"Custom desktop application not launching","Our internal 'Procurement Tracker' application is failing to launch on all user desktops after the latest Windows security patch.","Software","Application Support","High"
881,"Wi-Fi coverage poor in the cafeteria","The Wi-Fi signal strength in the cafeteria is very weak and unstable. Users frequently disconnect.","Network","Networking","Medium"
882,"User requires password policy exception","User J. Doe requires a policy exception to use a longer, custom-generated password that violates the current complexity rules.","Account/Access","Security & Access","Medium"
883,"Broken key on numeric keypad","The 'Enter' key on the numeric keypad portion of my keyboard is physically broken and not registering clicks.","Hardware","Desktop Support","Low"
884,"External link failure to vendor site","We cannot establish a stable connection to our main external manufacturing partner's portal. Network traces show a point-to-point link failure.","Network","Networking","High"
885,"Malware detection notification","I received a notification from our endpoint protection software about a quarantined threat on my local drive. Please check and confirm the system is clean.","Software","Application Support","High"
886,"Broken laptop speaker grill","The protective metal grill over the left laptop speaker is dented, causing a slight vibration noise.","Hardware","Desktop Support","Low"
887,"Need temporary elevated access for deployment","I need temporary local admin rights on the QA environment server for 1 hour to finalize a software deployment script.","Account/Access","Security & Access","Low"
888,"DHCP server scope exhausted","The DHCP server for the main office is reporting 100% address utilization. No new devices can connect to the network.","Network","Networking","High"
889,"Data loss reported on shared network drive","Multiple users are reporting that files saved yesterday on the `Project_X` shared network drive are now missing.","Database","Database Ops","Critical"
890,"Web browser displaying old cached content","The web browser is stubbornly displaying an old version of the company website, even after clearing the local cache.","Software","Application Support","Medium"
891,"Wi-Fi authentication failing for specific device type","All Linux-based devices are failing to authenticate to the corporate Wi-Fi, while Windows and Mac devices work fine.","Network","Networking","Medium"
892,"Need to provision accounts for merger employees","We need to provision 150 new user accounts for employees joining from a merged company. Spreadsheet attached.","Account/Access","Security & Access","Medium"
893,"Cracked camera lens on laptop webcam","The physical lens cover on my integrated laptop webcam is cracked, causing the image to be distorted.","Hardware","Desktop Support","Medium"
894,"Multiple users reporting 'Destination Host Unreachable'","Five users in the same area are getting 'Destination Host Unreachable' when trying to access a specific internal server.","Network","Networking","High"
895,"Custom sales application report export failing","When trying to export a large report from the custom sales application to PDF, the process fails every time.","Software","Application Support","Medium"
896,"Missing laptop charger","My original laptop charger is missing/lost. I need a replacement charger immediately as my battery is low.","Hardware","Desktop Support","Low"
897,"Need to change user's UPN suffix","User A. Smith's User Principal Name (UPN) needs to be changed from `@olddomain.com` to `@newdomain.com`.","Account/Access","Security & Access","Medium"
898,"High network jitter on VoIP VLAN","The network monitoring tool is reporting high jitter (over 50ms) on the dedicated VoIP VLAN, leading to poor voice quality.","Network","Networking","Medium"
899,"Missing records after nightly migration","Hundreds of records that were processed through the nightly data migration are missing from the destination table. Data loss investigation required.","Database","Database Ops","Critical"
900,"Microsoft Excel macro security alert","The default security settings in Excel are now blocking all trusted macros from running.","Software","Application Support","Medium"
901,"Wi-Fi disconnects once or twice a day","The Wi-Fi disconnects once or twice a day, not a big issue but a bit inconvenient.","Network","Networking","Low"
902,"Need access to the new shared drive","I need access to the new shared drive for marketing project.","Account/Access","Security & Access","Low"
903,"Mouse double-clicks sometimes","My mouse double-clicks sometimes when I single-click, annoying but manageable.","Hardware","Desktop Support","Low"
904,"VPN connection keeps dropping","My VPN connection keeps dropping every 15 mins when working from home.","Network","Networking","Medium"
905,"Outlook signature disappeared after update","My Outlook signature disappeared after update, everything else works fine.","Software","Application Support","Low"
906,"Projector remote in Room B isn’t working","The projector remote in Room B isn’t working properly, power button stuck.","Hardware","Desktop Support","Low"
907,"Unable to log in to HR portal","I am unable to log in to HR portal, password reset not working.","Account/Access","Security & Access","Medium"
908,"No internet connectivity on 3rd floor","There is no internet connectivity on 3rd floor since morning, multiple users affected.","Network","Networking","High"
909,"Customer database running slow","The customer database running slow, queries taking too long.","Database","Database Ops","Medium"
910,"CRM application not launching","The CRM application is not launching, entire sales team blocked.","Software","Application Support","High"
911,"Wi-Fi completely down in the server room","The wireless network is entirely unavailable in the server room, preventing remote console access.","Network","Networking","High"
912,"Need temporary elevated rights for installation","I need temporary local administrator rights on my machine for 2 hours to install a legacy application.","Account/Access","Security & Access","Low"
913,"Desktop won’t power on","My desktop won’t power on, suspect faulty PSU.","Hardware","Desktop Support","High"
914,"Firewall misconfiguration blocking internal services","The firewall misconfiguration is blocking internal services.","Network","Networking","High"
915,"Excel crashes when opening large files","Excel crashes when opening large files, happens frequently.","Software","Application Support","Medium"
916,"Keyboard sticky keys issue","Several keys (specifically 'E', 'R', and 'T') on my desktop keyboard are sticking when pressed.","Hardware","Desktop Support","Low"
917,"Unlock user account after multiple failed logins","User JSmith is locked out of his Active Directory account. Please unlock the account and confirm with the user.","Account/Access","Security & Access","Low"
918,"High CPU usage on web server","One of our primary web application servers (Web-03) is showing sustained 95% CPU usage.","Database","Database Ops","High"
919,"Corrupted table in backup","During a routine restore test, we discovered one table (`user_sessions`) in the latest backup is corrupted.","Database","Database Ops","High"
920,"Teams app mic not working","My microphone is completely silent when using Microsoft Teams.","Software","Application Support","Low"
921,"Wi-Fi slow on the 2nd floor","The wireless network on the 2nd floor is extremely slow today, unable to load emails or documents.","Network","Networking","Medium"
922,"Access denied to client folder","I am unable to access the 'Client_Alpha' shared drive. I had access last week, but now I get an 'Access Denied' error.","Account/Access","Security & Access","Low"
923,"Monitor flickering constantly","The left monitor on my dual-screen setup flickers black every few minutes.","Hardware","Desktop Support","Low"
924,"Router configuration needs update","Need to update the configuration on the main branch office router to accommodate a new subnet for the R&D team.","Network","Networking","Medium"
925,"Adobe Creative Cloud won't update","The Adobe Creative Cloud desktop app is stuck in a loop trying to apply an update.","Software","Application Support","Medium"
926,"Broken external hard drive case","The plastic casing on my external USB hard drive is cracked.","Hardware","Desktop Support","Low"
927,"Two-factor recovery code lost","I lost my phone and my 2FA recovery codes. I am locked out of all systems. Need an emergency MFA reset.","Account/Access","Security & Access","Critical"
928,"Core router failure in Data Center A","The primary router in DC A has gone offline. All traffic for half of our customers is affected.","Network","Networking","Critical"
929,"Query optimization needed","Query 'Get_Customer_Activity' runs extremely slowly due to inefficient join operations. Need a DBA to review.","Database","Database Ops","Medium"
930,"Word document formatting issues","I converted a PDF to a Word document, and all the tables and images are misaligned.","Software","Application Support","Low"
931,"Intermittent Wi-Fi in the lab area","Users in the lab area are reporting that the Wi-Fi connection drops every 5 minutes.","Network","Networking","Medium"
932,"New user onboarding access failure","New employee John Doe's account was created but he cannot log in to his email or any company application.","Account/Access","Security & Access","High"
933,"Laptop power button loose","The power button on my Lenovo laptop is physically loose and sometimes doesn't register a press.","Hardware","Desktop Support","Low"
934,"DNS resolution failure for internal domains","Users in the London office cannot resolve internal hostnames like 'fileserver'.","Network","Networking","Critical"
935,"Outlook search is non-functional","The search bar within the Outlook desktop application does not return any results. I've tried rebuilding the index.","Software","Application Support","Medium"
936,"External hard drive not recognized","My external USB hard drive is not showing up in File Explorer when I plug it into my docking station.","Hardware","Desktop Support","Low"
937,"Need permission to install network monitoring tool","I require administrative access to install a network packet analysis tool (Wireshark) for troubleshooting.","Account/Access","Security & Access","Low"
938,"Network link saturation during peak hours","The main network link between the two buildings is hitting 95% utilization every day between 10 AM and 12 PM.","Network","Networking","High"
939,"Database server restart required for configuration change","Need to schedule and perform a restart of the production database server to apply a recent OS kernel parameter change.","Database","Database Ops","Medium"
940,"Chrome browser freezing intermittently","Chrome freezes for 5-10 seconds every time I open a new tab or click a link.","Software","Application Support","Low"
941,"Weak Wi-Fi signal in the supply closet","The Wi-Fi signal in the supply closet is very weak, making it impossible to use the mobile inventory app.","Network","Networking","Low"
942,"Need to change employee's primary AD email","Employee T. Smith's primary email address needs to be changed due to a departmental reorganization.","Account/Access","Security & Access","Medium"
943,"Missing cable from docking station","I received a new docking station, but the box was missing the USB-C cable.","Hardware","Desktop Support","Low"
944,"IP address conflict detected","A network monitoring alert shows an IP address conflict between my workstation and an unknown device.","Network","Networking","Medium"
945,"System clock keeps resetting","The system clock on my desktop reverts to a date in 2018 every time I reboot the machine.","Software","Application Support","Medium"
946,"Broken projector screen retraction","The motorized screen in the training room will not retract after a presentation.","Hardware","Desktop Support","Medium"
947,"Need temporary high-privilege account","I need a temporary administrative account to perform an emergency system repair. The account should be automatically disabled in 6 hours.","Account/Access","Security & Access","High"
948,"Core switch fan failure","The main cooling fan on the core network switch is no longer working. The device is running hot.","Network","Networking","Critical"
949,"Database server high transaction time","Transaction commit times on the main database are extremely high (over 2 seconds per commit).","Database","Database Ops","High"
950,"External user cannot access SharePoint folder","An external partner user is unable to access a specific SharePoint folder despite being granted 'Edit' permissions.","Software","Application Support","Low"
951,"Wi-Fi drops when using specific application","My Wi-Fi connection drops only when I start using the large data processing application.","Network","Networking","Low"
952,"Password reset not working via self-service portal","The automated self-service password reset portal is failing to send the verification email to all users.","Account/Access","Security & Access","Medium"
953,"Laptop screen is dark/blank","My laptop screen is completely blank/black, even though the laptop is clearly powered on.","Hardware","Desktop Support","Medium"
954,"Intermittent connectivity in data center racks","Two specific racks in Data Center 1 are experiencing random, brief connectivity drops.","Network","Networking","High"
955,"Adobe Illustrator license suddenly expired","My Adobe Illustrator license unexpectedly expired this morning.","Software","Application Support","Low"
956,"Broken laptop hinge completely snapped","The laptop hinge assembly has completely snapped on one side. Urgent replacement needed.","Hardware","Desktop Support","Critical"
957,"Need to change service account's SPN","The Service Principal Name (SPN) for the `SVC_Web_FrontEnd` service account needs to be updated.","Account/Access","Security & Access","High"
958,"Link aggregation group failure","The LACP link aggregation group between the core switch and the main firewall has failed.","Network","Networking","High"
959,"Database server cluster node failed","One of the nodes in the SQL Server high-availability cluster has failed and cannot be brought back online.","Database","Database Ops","Critical"
960,"PowerPoint won't open any files","PowerPoint application launches, but attempting to open any existing PPTX file results in an instant crash.","Software","Application Support","Medium"
961,"Wi-Fi coverage is weak on the 7th floor","The Wi-Fi signal is consistently weak throughout the 7th floor, even near the access points.","Network","Networking","Medium"
962,"Need to provision a new user in three systems","New hire A. Adams needs accounts created and provisioned in Active Directory, SalesForce, and the internal Wiki system.","Account/Access","Security & Access","Low"
963,"Faulty power supply unit (PSU)","My desktop PC will not power on at all. Suspect the power supply unit failed.","Hardware","Desktop Support","High"
964,"High packet loss on WAN link to Asia office","We are seeing 40%+ packet loss on the primary WAN link connecting to our Asian branch office. Services are unusable.","Network","Networking","Critical"
965,"Web application displaying garbled text","The main internal web application is displaying incorrect or garbled text characters (mojibake) in all fields.","Software","Application Support","Medium"
966,"Broken laptop hinge completely snapped","The laptop hinge assembly has completely snapped on one side. Urgent replacement needed.","Hardware","Desktop Support","Critical"
967,"Need to revoke global administrator access","User T. Miller was mistakenly granted Global Administrator rights in Azure AD last week. This access needs to be immediately revoked and logged.","Account/Access","Security & Access","Critical"
968,"Core router rebooting spontaneously","The main network router for the entire campus is spontaneously rebooting every few hours.","Network","Networking","Critical"
969,"Database server time zone misconfiguration","The database server's time zone is incorrectly set, causing all time-stamped entries to be off by 4 hours.","Database","Database Ops","Critical"
